tema,status,observacao,tese
1161,OK,,"Cabe ao Estado fornecer, em termos excepcionais, medicamento que, embora não possua registro na ANVISA, tem a sua importação autorizada pela agência de vigilância sanitária, desde que comprovada a incapacidade econômica do paciente, a imprescindibilidade clínica do tratamento, e a impossibilidade de substituição por outro similar constante das listas oficiais de dispensação de medicamentos e os protocolos de intervenção terapêutica do SUS."
1164,OK,,"A superveniente extinção dos cargos oferecidos em edital de concurso público em razão da superação do limite prudencial de gastos com pessoal, previsto em lei complementar regulamentadora do art. 169 da Constituição Federal, desde que anterior ao término do prazo de validade do concurso e devidamente motivada, justifica a mitigação do direito subjetivo à nomeação de candidato aprovado dentro do número de vagas."
1167,OK,,"O valor correspondente aos proventos ou à remuneração do instituidor da pensão por morte, para os fins do art. 40, § 7º, da Constituição Federal, na redação da Emenda Constitucional nº 41/2003, deve considerar apenas as parcelas efetivamente percebidas pelo servidor ativo ou aposentado, excluídos os valores que excedam o teto ou subteto remuneratórios previstos no art. 37, XI, da Constituição, posto que sobre eles não incidiu contribuição previdenciária. A sistemática constitucional exige congruência entre custeio e benefícios."
1171,OK,,"Violam o princípio da presunção de inocência o indeferimento de matrícula em cursos de reciclagem de vigilante e a recusa de registro do respectivo certificado de conclusão, em razão da existência de inquérito ou ação penal sem o trânsito em julgado de sentençacondenatória."
1177,OK,,"A competência privativa da União para a edição de normas gerais sobre inatividades e pensões das polícias militares e dos corpos de bombeiros militares (artigo 22, XXI, da Constituição, na redação da Emenda Constitucional 103/2019) não exclui a competência legislativa dos Estados para a fixação das alíquotas da contribuição previdenciária incidente sobre os proventos de seus próprios militares inativos e pensionistas, tendo a Lei Federal 13.954/2019, no ponto, incorrido em inconstitucionalidade."
1182,OK,,"À luz do art. 227 da CF, que confere proteção integral da criança com absoluta prioridade e do princípio da paternidade responsável, a licença maternidade, prevista no art. 7º, XVIII, da CF/88 e regulamentada pelo art. 207 da Lei 8.112/1990, estende-se ao pai genitor monoparental."
1192,PULAR,Tese marcada como pendente/irrelevante/manual/aguardando julgamento.,_Aguardando julgamento de mérito_
1207,OK,,"A promoção por acesso de servidor a classe distinta na carreira não representa ascensão a cargo diverso daquele em que já estava efetivado, de modo que, para fins de aposentadoria, o prazo mínimo de cinco anos no cargo efetivo, exigido pelo artigo 40, § 1º, inciso III, da Constituição Federal, na redação da Emenda Constitucional 20/1998, e pelos artigos 6º da Emenda Constitucional 41/2003 e 3º da Emenda Constitucional 47/2005, não recomeça a contar pela alteração de classe."
1213,OK,,"É inconstitucional a contagem do tempo pretérito à investidura no cargo efetivo, exercido exclusivamente em cargo comissionado, para fins de incorporação de quintos como VPNI, com fundamento no artigo 1º da Lei 15.138/2010 do Estado de Santa Catarina."
1214,OK,,É inconstitucional a incidência do imposto sobre transmissão causa mortis e doação (ITCMD) sobre o repasse aos beneficiários de valores e direitos relativos ao plano vida gerador de benefício livre (VGBL) ou ao plano gerador de benefício livre (PGBL) na hipótese de morte do titular do plano.
1218,PULAR,Tese marcada como pendente/irrelevante/manual/aguardando julgamento.,Aguardando julgamento de mérito
1226,PULAR,Tese marcada como pendente/irrelevante/manual/aguardando julgamento.,Aguardando julgamento de mérito
1231,OK,,"""(I) As unidades federadas podem fixar os limites das respectivas requisições de pequeno valor em patamares inferiores aos previstos no artigo 87 do ADCT, desde que o façam em consonância com sua capacidade econômica. (II) A aferição da capacidade econômica, para este fim, deve refletir não somente a receita, mas igualmente os graus de endividamento e de litigiosidade do ente federado. (III) A ausência de demonstração concreta da desproporcionalidade na fixação do teto das requisições de pequeno valor impõe a deferência do Poder Judiciário ao juízo político administrativo externado pela legislação local""."
1234,OK,,[Tese grande. SAÚDE. Importante].
1235,OK,,"É inconstitucional a Lei 13.756/2004 do Município de São Paulo, por configurar invasão à competência privativa da União para legislar sobre telecomunicações e radiodifusão (artigo 22, IV, da Constituição Federal)."
1237,OK,,"Responsabilidade estatal por morte de vítima de disparo de arma de fogo durante operações policiais ou militares em comunidade, em razão da perícia que determina a origem do disparo ser inconclusiva."
1241,OK,,"O adicional de 1/3 (um terço) previsto no art. 7º, XVII, da Constituição Federal incide sobre a remuneração relativa a todo período de férias."
1244,OK,,"A fixação de multa administrativa em múltiplos do salário mínimo não viola o disposto no art. 7º, IV, da Constituição Federal"
1250,PULAR,Tese marcada como pendente/irrelevante/manual/aguardando julgamento.,_Aguardando julgamento de mérito_
1252,PULAR,Tese marcada como pendente/irrelevante/manual/aguardando julgamento.,_Aguardando julgamento de mérito_
1260,OK,,"(I) É possível a dupla responsabilização por crime eleitoral caixa dois (art. 350 do Código Eleitoral) e ato de improbidade administrativa (Lei 8.429/1992), pois a independência de instâncias exige tratamentos sancionatórios diferenciados entre os atos ilícitos em geral (civis, penais e político-administrativos) e os atos de improbidade administrativa; (II) Reconhecida, na instância eleitoral, a inexistência do fato ou negativa de autoria do réu, a decisão repercute na seara administrativa; (III) Compete à Justiça Comum processar e julgar ação de improbidade administrativa por ato que também configure crime eleitoral."
1276,PULAR,Tese marcada como pendente/irrelevante/manual/aguardando julgamento.,_Aguardando julgamento de mérito_
1282,OK,,"São constitucionais as taxas estaduais pela utilização, efetiva ou potencial, dos serviços públicos de prevenção e combate a incêndios, busca, salvamento ou resgate prestados ao contribuinte ou postos a sua disposição pelos corpos de bombeiros militares."
1283,PULAR,Tese marcada como pendente/irrelevante/manual/aguardando julgamento.,[irrelevante]
1286,OK,,É constitucional lei estadual que impõe a obrigatoriedade de adaptação de percentual de carrinhos de compras para transporte de crianças com deficiência ou mobilidade reduzida.
1298,PULAR,Tese marcada como pendente/irrelevante/manual/aguardando julgamento.,_Aguardando julgamento de mérito_
1299,PULAR,Tese marcada como pendente/irrelevante/manual/aguardando julgamento.,_Aguardando julgamento de mérito_
1308,PULAR,Tese marcada como pendente/irrelevante/manual/aguardando julgamento.,_Aguardando julgamento de mérito_
1316,OK,,"Indisponibilidade de bem de família e previsão de ressarcimento integral ao erário pela prática de ato de improbidade administrativa. Necessidade de conciliação interpretativa dos artigos 6º e 37,§4º da Constituição Federal."
1317,OK,,"A execução de créditos individuais e divisíveis decorrentes de título judicial coletivo, promovida por substituto processual, não caracteriza o fracionamento de precatório vedado pelo § 8º do art. 100 da Constituição."
1324,OK,,_Aguarando julgamento de mérito_
1332,OK,,_Aguardando verificação da repercussão geral_
1341,PULAR,Tese marcada como pendente/irrelevante/manual/aguardando julgamento.,_Aguardando julgamento de mérito_
1347,OK,,O adiamento de exame de concurso público por motivo de biossegurança relacionado à pandemia do COVID19 não impõe ao Estado o dever de indenizar.
1349,PULAR,Tese marcada como pendente/irrelevante/manual/aguardando julgamento.,_Aguardando julgamento de mérito_
1352,OK,,"É possível a revogação ou alteração por lei ordinária de benefício instituído a servidor público por lei complementar quando materialmente ordinária, observado o princípio da simetria."
1382,PULAR,Tese marcada como pendente/irrelevante/manual/aguardando julgamento.,Aguardando julgamento de mérito
1406,PULAR,Tese marcada como pendente/irrelevante/manual/aguardando julgamento.,_Aguardando julgamento de mérito_
1413,PULAR,Tese marcada como pendente/irrelevante/manual/aguardando julgamento.,_Aguardando julgamento de mérito_
1420,OK,,"1. O Poder Judiciário pode controlar o ato administrativo de heteroidentificação de candidatos que concorrem às vagas reservadas a pessoas pretas e pardas em concurso público, para garantia de contraditório e ampla defesa. 2. É fática e pressupõe a análise de cláusulas do edital do concurso a controvérsia sobre a adequação de critérios e de fundamentos do ato de exclusão de candidato por comissão de heteroidentificação."
1422,PULAR,Tese marcada como pendente/irrelevante/manual/aguardando julgamento.,_Aguardando julgamento de mérito_
1424,OK,,"A exigência de altura mínima para ingresso em cargo do Sistema Único de Segurança Pública pressupõe a existência de lei e da observância dos parâmetros fixados para a carreira do exército (Lei federal nº 12.705/2012, 1,60m para homens e 1,55m para mulheres)."
1426,PULAR,Tese marcada como pendente/irrelevante/manual/aguardando julgamento.,_Aguardando julgamento de mérito_
1427,OK,,"1. É inconstitucional a delegação ao Poder Executivo de atribuição para fixar e alterar o valor de parcela remuneratória, prevista no § 2º do art. 20 da Lei estadual nº 6.762/1975, com a redação dada pela Lei nº 12.984/1998, e no art. 3º do Decreto nº 46.284/2013; 2. O reconhecimento da inconstitucionalidade não autoriza decréscimo remuneratório nem a repetição de valores"
